"pos_date","store","male_num","female_num"
"2014-07-13","S028",462,5
"2014-07-13","S001",261,284
"2014-07-13","S011",184,146
"2014-07-13","S025",476,68
"2014-07-13","S009",48,82
"2014-07-14","S029",232,389
"2014-07-14","S006",167,85
"2014-07-14","S010",381,36
"2014-07-14","S035",382,138
"2014-07-14","S004",83,60
"2014-07-14","S017",386,93
"2014-07-14","S002",109,63
"2014-07-14","S005",214,26
"2014-07-14","S012",311,31
"2014-07-14","S033",116,26
"2014-07-14","S018",107,50
"2014-07-14","S036",161,23
"2014-07-14","S014",268,138
"2014-07-14","S016",179,62
"2014-07-14","S024",327,45
"2014-07-14","S026",362,7
"2014-07-14","S027",68,104
"2014-07-14","S032",125,220
"2014-07-14","S015",174,159
"2014-07-14","S022",63,15
"2014-07-14","S034",114,107
"2014-07-14","S003",262,62
"2014-07-14","S007",223,20
"2014-07-14","S013",150,4
"2014-07-14","S031",111,50
"2014-07-14","S030",253,51
"2014-07-14","S028",270,4
"2014-07-14","S001",96,133
"2014-07-14","S011",231,102
"2014-07-14","S025",348,1
"2014-07-14","S009",39,95
"2014-07-15","S029",212,211
"2014-07-15","S006",91,59
"2014-07-15","S010",222,55
"2014-07-15","S035",369,52
"2014-07-15","S004",44,62
"2014-07-15","S017",275,68
"2014-07-15","S002",157,24
"2014-07-15","S005",113,29
"2014-07-15","S012",254,35
"2014-07-15","S033",249,69
"2014-07-15","S018",129,74
"2014-07-15","S036",68,35
"2014-07-15","S014",356,76
"2014-07-15","S016",188,64
"2014-07-15","S024",339,0
"2014-07-15","S026",236,44
"2014-07-15","S027",46,106
"2014-07-15","S032",97,129
"2014-07-15","S015",215,84
"2014-07-15","S022",49,26
"2014-07-15","S034",117,88
"2014-07-15","S003",141,108
"2014-07-15","S007",207,50
"2014-07-15","S013",131,16
"2014-07-15","S031",100,38
"2014-07-15","S030",266,73
"2014-07-15","S028",251,5
"2014-07-15","S001",116,136
"2014-07-15","S011",198,49
"2014-07-15","S025",425,27
"2014-07-15","S009",47,47
"2014-07-16","S029",327,245
"2014-07-16","S006",197,82
"2014-07-16","S010",330,46
"2014-07-16","S035",602,56
"2014-07-16","S004",97,44
"2014-07-16","S017",400,91
"2014-07-16","S002",121,58
"2014-07-16","S005",250,16
"2014-07-16","S012",329,29
"2014-07-16","S033",172,16
"2014-07-16","S018",195,106
"2014-07-16","S036",162,31
"2014-07-16","S014",351,131
"2014-07-16","S016",242,55
"2014-07-16","S024",375,48
"2014-07-16","S026",314,59
"2014-07-16","S027",90,105
"2014-07-16","S032",176,252
"2014-07-16","S015",231,238
"2014-07-16","S022",67,15
"2014-07-16","S034",135,165
"2014-07-16","S003",233,75
"2014-07-16","S007",261,48
"2014-07-16","S013",199,0
"2014-07-16","S031",98,60
"2014-07-16","S030",336,80
"2014-07-16","S028",241,23
"2014-07-16","S001",130,162
"2014-07-16","S011",238,73
"2014-07-16","S025",355,75
"2014-07-16","S009",61,117
"2014-07-17","S029",310,232
"2014-07-17","S006",283,60
"2014-07-17","S010",339,102
"2014-07-17","S035",448,81
"2014-07-17","S004",123,83
"2014-07-17","S017",533,59
"2014-07-17","S002",155,32
"2014-07-17","S005",241,48
"2014-07-17","S012",369,13
"2014-07-17","S033",173,22
"2014-07-17","S018",106,81
"2014-07-17","S036",158,56
"2014-07-17","S014",360,189
"2014-07-17","S016",201,94
"2014-07-17","S024",501,4
"2014-07-17","S026",439,43
"2014-07-17","S027",90,142
"2014-07-17","S032",184,181
"2014-07-17","S015",167,216
"2014-07-17","S022",84,9
"2014-07-17","S034",156,171
"2014-07-17","S003",287,93
"2014-07-17","S007",249,50
"2014-07-17","S013",181,18
"2014-07-17","S031",142,78
"2014-07-17","S030",371,110
"2014-07-17","S028",237,27
"2014-07-17","S001",157,223
"2014-07-17","S011",222,121
"2014-07-17","S025",307,87
"2014-07-17","S009",80,78
"2014-07-18","S029",249,275
"2014-07-18","S006",220,131
"2014-07-18","S010",304,75
"2014-07-18","S035",466,213
"2014-07-18","S004",147,15
"2014-07-18","S017",425,92
"2014-07-18","S002",137,77
"2014-07-18","S005",246,57
"2014-07-18","S012",419,22
"2014-07-18","S033",181,56
"2014-07-18","S018",140,67
"2014-07-18","S036",141,38
"2014-07-18","S014",543,73
"2014-07-18","S016",299,64
"2014-07-18","S024",469,5
"2014-07-18","S026",398,49
"2014-07-18","S027",90,166
"2014-07-18","S032",149,273
"2014-07-18","S015",225,243
"2014-07-18","S022",69,27
"2014-07-18","S034",152,137
"2014-07-18","S003",310,106
"2014-07-18","S007",317,24
"2014-07-18","S013",271,13
"2014-07-18","S031",124,81
"2014-07-18","S030",635,112
"2014-07-18","S028",259,14
"2014-07-18","S001",156,251
"2014-07-18","S011",190,115
"2014-07-18","S025",470,51
"2014-07-18","S009",70,95
"2014-07-19","S029",334,110
"2014-07-19","S006",138,169
"2014-07-19","S010",572,170
"2014-07-19","S035",541,75
"2014-07-19","S004",112,59
"2014-07-19","S017",579,83
"2014-07-19","S002",197,171
"2014-07-19","S005",551,53
"2014-07-19","S012",399,19
"2014-07-19","S033",185,95
"2014-07-19","S018",183,131
"2014-07-19","S036",259,111
"2014-07-19","S014",681,165
"2014-07-19","S016",192,50
"2014-07-19","S024",779,30
"2014-07-19","S026",690,121
"2014-07-19","S027",256,191
"2014-07-19","S032",279,337
"2014-07-19","S015",414,385
"2014-07-19","S022",153,32
"2014-07-19","S034",213,94
"2014-07-19","S003",348,166
"2014-07-19","S007",381,54
"2014-07-19","S013",423,11
"2014-07-19","S031",219,133
"2014-07-19","S030",666,163
"2014-07-19","S028",416,48
"2014-07-19","S001",220,364
"2014-07-19","S011",361,124
"2014-07-19","S025",516,129
"2014-07-19","S009",77,104
"2014-07-20","S029",102,176
"2014-07-20","S006",163,70
"2014-07-20","S010",569,78
"2014-07-20","S035",419,74
"2014-07-20","S004",139,81
"2014-07-20","S017",574,125
"2014-07-20","S002",282,139
"2014-07-20","S005",396,81
"2014-07-20","S012",405,11
"2014-07-20","S033",216,70
"2014-07-20","S018",137,113
"2014-07-20","S036",203,65
"2014-07-20","S014",610,236
"2014-07-20","S016",189,27
"2014-07-20","S024",517,46
"2014-07-20","S026",634,126
"2014-07-20","S027",280,187
"2014-07-20","S032",276,318
"2014-07-20","S015",313,349
"2014-07-20","S022",121,68
"2014-07-20","S034",140,127
"2014-07-20","S003",406,121
"2014-07-20","S007",254,79
"2014-07-20","S013",270,35
"2014-07-20","S031",217,146
"2014-07-20","S030",748,71
"2014-07-20","S028",428,51
"2014-07-20","S001",276,357
"2014-07-20","S011",353,62
"2014-07-20","S025",436,37
"2014-07-20","S009",81,99
"2014-07-21","S029",391,125
"2014-07-21","S006",165,118
"2014-07-21","S010",441,8
"2014-07-21","S035",387,119
"2014-07-21","S004",77,53
"2014-07-21","S017",312,109
"2014-07-21","S002",106,43
"2014-07-21","S005",191,40
"2014-07-21","S012",405,6
"2014-07-21","S033",185,9
"2014-07-21","S018",93,66
"2014-07-21","S036",91,32
"2014-07-21","S014",376,132
"2014-07-21","S016",227,68
"2014-07-21","S024",484,17
"2014-07-21","S026",277,39
"2014-07-21","S027",95,71
"2014-07-21","S032",181,154
"2014-07-21","S015",203,234
"2014-07-21","S022",96,5
"2014-07-21","S034",148,116
"2014-07-21","S003",236,66
"2014-07-21","S007",232,22
"2014-07-21","S013",170,6
"2014-07-21","S031",154,67
"2014-07-21","S030",445,0
"2014-07-21","S028",178,2
"2014-07-21","S001",103,174
"2014-07-21","S011",333,42
"2014-07-21","S025",447,0
"2014-07-21","S009",78,61
"2014-07-22","S029",400,102
"2014-07-22","S006",190,128
"2014-07-22","S010",420,58
"2014-07-22","S035",514,80
"2014-07-22","S004",122,30
"2014-07-22","S017",436,121
"2014-07-22","S002",98,99
"2014-07-22","S005",213,29
"2014-07-22","S012",350,5
"2014-07-22","S033",171,16
"2014-07-22","S018",122,79
"2014-07-22","S036",140,11
"2014-07-22","S014",386,112
"2014-07-22","S016",192,58
"2014-07-22","S024",493,11
"2014-07-22","S026",283,69
"2014-07-22","S027",47,129
"2014-07-22","S032",128,214
"2014-07-22","S015",210,240
"2014-07-22","S022",83,18
"2014-07-22","S034",160,122
"2014-07-22","S003",270,135
"2014-07-22","S007",317,47
"2014-07-22","S013",134,42
"2014-07-22","S031",123,76
"2014-07-22","S030",457,56
"2014-07-22","S028",280,0
"2014-07-22","S001",153,114
"2014-07-22","S011",309,49
"2014-07-22","S025",542,16
"2014-07-22","S009",54,101
"2014-07-23","S029",252,180
"2014-07-23","S006",229,72
"2014-07-23","S010",405,49
"2014-07-23","S035",491,25
"2014-07-23","S004",119,77
"2014-07-23","S017",480,83
"2014-07-23","S002",110,88
"2014-07-23","S005",175,58
"2014-07-23","S012",293,28
"2014-07-23","S033",168,21
"2014-07-23","S018",124,70
"2014-07-23","S036",118,29
"2014-07-23","S014",419,144
"2014-07-23","S016",191,57
"2014-07-23","S024",401,15
"2014-07-23","S026",338,57
"2014-07-23","S027",77,133
"2014-07-23","S032",192,202
"2014-07-23","S015",182,218
"2014-07-23","S022",84,6
"2014-07-23","S034",193,147
"2014-07-23","S003",147,134
"2014-07-23","S007",290,42
"2014-07-23","S013",158,8
"2014-07-23","S031",144,92
"2014-07-23","S030",462,64
"2014-07-23","S028",255,33
"2014-07-23","S001",122,162
"2014-07-23","S011",337,51
"2014-07-23","S025",491,16
"2014-07-23","S009",72,81
"2014-07-24","S029",286,133
"2014-07-24","S006",241,52
"2014-07-24","S010",302,70
"2014-07-24","S035",478,89
"2014-07-24","S004",111,69
"2014-07-24","S017",471,100
"2014-07-24","S002",116,44
"2014-07-24","S005",196,44
"2014-07-24","S012",319,40
"2014-07-24","S033",148,16
"2014-07-24","S018",116,94
"2014-07-24","S036",140,23
"2014-07-24","S014",397,168
"2014-07-24","S016",269,57
"2014-07-24","S024",442,51
"2014-07-24","S026",290,42
"2014-07-24","S027",98,113
"2014-07-24","S032",111,222
"2014-07-24","S015",188,294
"2014-07-24","S022",65,29
"2014-07-24","S034",144,134
"2014-07-24","S003",173,129
"2014-07-24","S007",276,29
"2014-07-24","S013",169,25
"2014-07-24","S031",162,68
"2014-07-24","S030",348,98
"2014-07-24","S028",229,42
"2014-07-24","S001",179,176
"2014-07-24","S011",218,55
"2014-07-24","S025",453,58
"2014-07-24","S009",78,102
"2014-07-25","S029",433,129
"2014-07-25","S006",130,90
"2014-07-25","S010",264,145
"2014-07-25","S035",490,85
"2014-07-25","S004",90,70
"2014-07-25","S017",462,122
"2014-07-25","S002",146,108
"2014-07-25","S005",241,71
"2014-07-25","S012",334,6
"2014-07-25","S033",207,37
"2014-07-25","S018",122,97
"2014-07-25","S036",111,48
"2014-07-25","S014",426,147
"2014-07-25","S016",251,50
"2014-07-25","S024",448,31
"2014-07-25","S026",375,65
"2014-07-25","S027",74,106
"2014-07-25","S032",192,199
"2014-07-25","S015",283,229
"2014-07-25","S022",71,37
"2014-07-25","S034",138,125
"2014-07-25","S003",267,182
"2014-07-25","S007",270,10
"2014-07-25","S013",268,7
"2014-07-25","S031",153,47
"2014-07-25","S030",505,82
"2014-07-25","S028",290,43
"2014-07-25","S001",180,164
"2014-07-25","S011",364,56
"2014-07-25","S025",434,24
"2014-07-25","S009",49,101
"2014-07-26","S029",336,72
"2014-07-26","S006",221,98
"2014-07-26","S010",717,78
"2014-07-26","S035",433,101
"2014-07-26","S004",144,109
"2014-07-26","S017",592,75
"2014-07-26","S002",186,193
"2014-07-26","S005",497,121
"2014-07-26","S012",376,20
"2014-07-26","S033",295,76
"2014-07-26","S018",142,133
"2014-07-26","S036",150,59
"2014-07-26","S014",675,174
"2014-07-26","S016",173,34
"2014-07-26","S024",543,46
"2014-07-26","S026",578,178
"2014-07-26","S027",225,237
"2014-07-26","S032",330,331
"2014-07-26","S015",442,447
"2014-07-26","S022",133,59
"2014-07-26","S034",144,147
"2014-07-26","S003",385,158
"2014-07-26","S007",349,46
"2014-07-26","S013",316,65
"2014-07-26","S031",258,121
"2014-07-26","S030",640,74
"2014-07-26","S028",376,87
"2014-07-26","S001",204,391
"2014-07-26","S011",251,89
"2014-07-26","S025",569,23
"2014-07-26","S009",91,122
"2014-07-27","S029",298,76
"2014-07-27","S006",164,38
"2014-07-27","S010",589,53
"2014-07-27","S035",525,76
"2014-07-27","S004",165,72
"2014-07-27","S017",550,99
"2014-07-27","S002",165,176
"2014-07-27","S005",359,89
"2014-07-27","S012",369,15
"2014-07-27","S033",214,64
"2014-07-27","S018",127,139
"2014-07-27","S036",180,80
"2014-07-27","S014",444,279
"2014-07-27","S016",144,12
"2014-07-27","S024",561,24
"2014-07-27","S026",661,124
"2014-07-27","S027",223,147
"2014-07-27","S032",273,273
"2014-07-27","S015",459,376
"2014-07-27","S022",124,29
"2014-07-27","S034",195,122
"2014-07-27","S003",377,167
"2014-07-27","S007",290,46
"2014-07-27","S013",375,18
"2014-07-27","S031",259,128
"2014-07-27","S030",655,139
"2014-07-27","S028",493,40
"2014-07-27","S001",390,297
"2014-07-27","S011",278,112
"2014-07-27","S025",748,39
"2014-07-27","S009",47,132
"2014-07-28","S029",305,185
"2014-07-28","S021",177,72
"2014-07-28","S006",109,124
"2014-07-28","S010",279,54
"2014-07-28","S035",344,117
"2014-07-28","S004",106,47
"2014-07-28","S017",449,60
"2014-07-28","S002",97,78
"2014-07-28","S005",180,4
"2014-07-28","S012",316,33
"2014-07-28","S033",128,15
"2014-07-28","S018",109,55
"2014-07-28","S036",116,34
"2014-07-28","S014",404,160
"2014-07-28","S016",196,29
"2014-07-28","S024",402,0
"2014-07-28","S026",338,12
"2014-07-28","S027",73,114
"2014-07-28","S032",121,139
"2014-07-28","S015",148,258
"2014-07-28","S022",84,13
"2014-07-28","S034",126,124
"2014-07-28","S003",136,152
"2014-07-28","S007",233,60
"2014-07-28","S013",194,5
"2014-07-28","S031",163,57
"2014-07-28","S030",353,65
"2014-07-28","S028",182,0
"2014-07-28","S001",146,189
"2014-07-28","S011",263,58
"2014-07-28","S025",557,3
"2014-07-28","S009",68,101
"2014-07-29","S029",284,228
"2014-07-29","S006",178,117
"2014-07-29","S010",326,87
"2014-07-29","S035",543,133
"2014-07-29","S004",55,7
"2014-07-29","S017",336,110
"2014-07-29","S002",86,132
"2014-07-29","S005",197,66
"2014-07-29","S012",318,45
"2014-07-29","S033",174,52
"2014-07-29","S018",110,110
"2014-07-29","S036",139,71
"2014-07-29","S014",414,95
"2014-07-29","S016",197,61
"2014-07-29","S024",451,20
"2014-07-29","S026",326,42
"2014-07-29","S027",87,175
"2014-07-29","S032",162,198
"2014-07-29","S015",239,171
"2014-07-29","S022",58,19
"2014-07-29","S034",152,144
"2014-07-29","S003",219,124
"2014-07-29","S007",288,69
"2014-07-29","S013",195,3
"2014-07-29","S031",125,67
"2014-07-29","S030",253,105
"2014-07-29","S028",216,20
"2014-07-29","S001",129,144
"2014-07-29","S011",283,63
"2014-07-29","S025",528,3
"2014-07-29","S009",69,102
"2014-07-30","S029",385,244
"2014-07-30","S006",150,119
"2014-07-30","S010",382,8
"2014-07-30","S035",448,76
"2014-07-30","S004",103,73
"2014-07-30","S017",431,80
"2014-07-30","S002",91,121
"2014-07-30","S005",206,80
"2014-07-30","S012",262,24
"2014-07-30","S033",185,57
"2014-07-30","S018",104,91
"2014-07-30","S036",154,36
"2014-07-30","S014",311,205
"2014-07-30","S016",220,37
"2014-07-30","S024",471,12
"2014-07-30","S026",383,42
"2014-07-30","S027",104,150
"2014-07-30","S032",195,218
"2014-07-30","S015",185,251
"2014-07-30","S022",55,15
"2014-07-30","S034",143,148
"2014-07-30","S003",169,169
"2014-07-30","S007",379,32
"2014-07-30","S013",207,57
"2014-07-30","S031",162,52
"2014-07-30","S030",417,31
"2014-07-30","S028",295,36
"2014-07-30","S001",228,127
"2014-07-30","S011",259,123
"2014-07-30","S025",452,48
"2014-07-30","S009",71,120
"2014-07-31","S029",289,170
"2014-07-31","S021",118,74
"2014-07-31","S006",253,63
"2014-07-31","S010",349,45
"2014-07-31","S035",480,78
"2014-07-31","S004",100,61
"2014-07-31","S017",461,43
"2014-07-31","S002",91,91
"2014-07-31","S005",155,116
"2014-07-31","S012",336,23
"2014-07-31","S033",299,41
"2014-07-31","S018",123,70
"2014-07-31","S036",107,51
"2014-07-31","S014",440,183
"2014-07-31","S016",259,55
"2014-07-31","S024",508,0
"2014-07-31","S026",394,8
"2014-07-31","S027",54,144
"2014-07-31","S032",216,180
"2014-07-31","S015",232,188
"2014-07-31","S022",85,7
"2014-07-31","S034",124,127
"2014-07-31","S003",174,113
"2014-07-31","S007",401,37
"2014-07-31","S013",236,1
"2014-07-31","S031",109,39
"2014-07-31","S030",501,38
"2014-07-31","S028",296,38
"2014-07-31","S001",159,111
"2014-07-31","S011",192,99
"2014-07-31","S025",431,11
"2014-07-31","S009",60,113
"2014-08-01","S029",233,201
"2014-08-01","S021",178,91
"2014-08-01","S006",132,69
"2014-08-01","S010",331,57
"2014-08-01","S035",534,32
"2014-08-01","S004",67,37
"2014-08-01","S002",87,78
"2014-08-01","S005",190,17
"2014-08-01","S012",388,6
"2014-08-01","S033",176,31
"2014-08-01","S018",119,68
"2014-08-01","S036",109,50
"2014-08-01","S014",487,51
"2014-08-01","S016",184,19
"2014-08-01","S024",476,19
"2014-08-01","S026",334,67
"2014-08-01","S027",56,93
"2014-08-01","S032",155,196
"2014-08-01","S015",265,270
"2014-08-01","S022",82,52
"2014-08-01","S034",169,149
"2014-08-01","S003",257,48
"2014-08-01","S007",287,56
"2014-08-01","S013",140,17
"2014-08-01","S031",149,42
"2014-08-01","S030",467,42
"2014-08-01","S028",223,10
"2014-08-01","S001",227,134
"2014-08-01","S011",216,103
"2014-08-01","S025",454,43
"2014-08-01","S009",66,74
"2014-08-02","S029",317,147
"2014-08-02","S021",278,111
"2014-08-02","S006",112,143
"2014-08-02","S010",606,208
"2014-08-02","S035",560,85
"2014-08-02","S004",157,68
"2014-08-02","S002",240,205
"2014-08-02","S005",486,150
"2014-08-02","S012",532,4
"2014-08-02","S033",299,52
"2014-08-02","S018",153,155
"2014-08-02","S036",247,81
"2014-08-02","S014",536,283
"2014-08-02","S016",252,35
"2014-08-02","S024",599,38
"2014-08-02","S026",778,108
"2014-08-02","S027",254,257
"2014-08-02","S032",401,371
"2014-08-02","S015",410,448
"2014-08-02","S022",199,46
"2014-08-02","S034",215,124
"2014-08-02","S003",472,258
"2014-08-02","S007",551,35
"2014-08-02","S013",440,81
"2014-08-02","S031",284,196
"2014-08-02","S030",941,93
"2014-08-02","S028",739,70
"2014-08-02","S001",309,320
"2014-08-02","S011",315,114
"2014-08-02","S025",781,18
"2014-08-02","S009",84,112
"2014-08-03","S029",243,107
"2014-08-03","S021",189,109
"2014-08-03","S006",127,104
"2014-08-03","S010",708,84
"2014-08-03","S035",517,60
"2014-08-03","S004",106,77
"2014-08-03","S002",203,153
"2014-08-03","S005",452,27
"2014-08-03","S012",487,4
"2014-08-03","S033",294,48
"2014-08-03","S018",143,117
"2014-08-03","S036",140,55
"2014-08-03","S014",636,193
"2014-08-03","S016",183,51
"2014-08-03","S024",660,8
"2014-08-03","S026",571,110
"2014-08-03","S027",236,223
"2014-08-03","S032",279,339
"2014-08-03","S015",389,335
"2014-08-03","S022",136,42
"2014-08-03","S034",189,121
"2014-08-03","S003",342,208
"2014-08-03","S007",262,99
"2014-08-03","S013",432,42
"2014-08-03","S031",231,135
"2014-08-03","S030",592,142
"2014-08-03","S028",489,12
"2014-08-03","S001",249,308
"2014-08-03","S011",309,138
"2014-08-03","S025",668,13
"2014-08-03","S009",106,134
"2014-08-04","S029",195,232
"2014-08-04","S021",200,123
"2014-08-04","S006",218,71
"2014-08-04","S010",308,9
"2014-08-04","S035",385,116
"2014-08-04","S004",100,54
"2014-08-04","S002",89,75
"2014-08-04","S005",188,17
"2014-08-04","S012",344,15
"2014-08-04","S033",202,27
"2014-08-04","S018",83,62
"2014-08-04","S036",82,78
"2014-08-04","S014",319,161
"2014-08-04","S016",154,30
"2014-08-04","S024",505,1
"2014-08-04","S026",273,73
"2014-08-04","S027",89,97
"2014-08-04","S032",172,191
"2014-08-04","S015",206,206
"2014-08-04","S022",53,59
"2014-08-04","S034",146,155
"2014-08-04","S003",141,188
"2014-08-04","S007",244,61
"2014-08-04","S013",180,10
"2014-08-04","S031",131,66
"2014-08-04","S030",297,48
"2014-08-04","S028",220,18
"2014-08-04","S001",174,147
"2014-08-04","S011",237,74
"2014-08-04","S025",387,17
"2014-08-04","S009",73,79
"2014-08-05","S029",347,148
"2014-08-05","S021",212,108
"2014-08-05","S006",215,53
"2014-08-05","S010",436,50
"2014-08-05","S035",340,141
"2014-08-05","S004",90,76
"2014-08-05","S002",87,133
"2014-08-05","S005",275,2
"2014-08-05","S012",365,17
"2014-08-05","S033",170,35
"2014-08-05","S018",124,118
"2014-08-05","S036",111,53
"2014-08-05","S014",481,104
"2014-08-05","S016",163,26
"2014-08-05","S024",428,13
"2014-08-05","S026",351,70
"2014-08-05","S027",76,111
"2014-08-05","S032",174,230
"2014-08-05","S015",204,197
"2014-08-05","S022",54,25
"2014-08-05","S034",183,146
"2014-08-05","S003",207,95
"2014-08-05","S007",225,39
"2014-08-05","S013",164,0
"2014-08-05","S031",160,90
"2014-08-05","S030",355,86
"2014-08-05","S028",291,19
"2014-08-05","S001",150,192
"2014-08-05","S011",286,38
"2014-08-05","S025",337,2
"2014-08-05","S009",49,78
"2014-08-06","S029",323,184
"2014-08-06","S021",246,163
"2014-08-06","S006",234,61
"2014-08-06","S010",373,67
"2014-08-06","S035",507,72
"2014-08-06","S004",127,42
"2014-08-06","S002",113,101
"2014-08-06","S005",229,2
"2014-08-06","S012",358,14
"2014-08-06","S033",132,32
"2014-08-06","S018",95,85
"2014-08-06","S036",104,63
"2014-08-06","S014",411,137
"2014-08-06","S016",200,40
"2014-08-06","S024",401,2
"2014-08-06","S026",282,49
"2014-08-06","S027",97,146
"2014-08-06","S032",189,202
"2014-08-06","S015",156,184
"2014-08-06","S022",92,35
"2014-08-06","S034",185,154
"2014-08-06","S003",129,130
"2014-08-06","S007",182,86
"2014-08-06","S013",139,13
"2014-08-06","S031",134,53
"2014-08-06","S030",370,130
"2014-08-06","S028",221,26
"2014-08-06","S001",161,147
"2014-08-06","S011",241,58
"2014-08-06","S025",500,4
"2014-08-06","S009",45,92
"2014-08-07","S029",275,290
"2014-08-07","S021",213,154
"2014-08-07","S006",153,94
"2014-08-07","S010",464,0
"2014-08-07","S035",398,117
"2014-08-07","S004",111,40
"2014-08-07","S002",70,86
"2014-08-07","S005",187,8
"2014-08-07","S012",458,2
"2014-08-07","S033",194,7
"2014-08-07","S018",78,58
"2014-08-07","S036",118,39
"2014-08-07","S014",391,122
"2014-08-07","S016",243,21
"2014-08-07","S024",417,1
"2014-08-07","S026",334,48
"2014-08-07","S027",90,123
"2014-08-07","S032",120,151
"2014-08-07","S015",172,231
"2014-08-07","S022",86,6
"2014-08-07","S034",191,187
"2014-08-07","S003",286,85
"2014-08-07","S007",252,45
"2014-08-07","S013",179,11
"2014-08-07","S031",126,65
"2014-08-07","S030",441,49
"2014-08-07","S028",268,19
"2014-08-07","S001",184,150
"2014-08-07","S011",292,72
"2014-08-07","S025",432,25
"2014-08-07","S009",56,74
"2014-08-08","S029",246,110
"2014-08-08","S021",249,137
"2014-08-08","S006",168,43
"2014-08-08","S010",433,114
"2014-08-08","S035",415,56
"2014-08-08","S004",138,45
"2014-08-08","S002",97,160
"2014-08-08","S005",238,40
"2014-08-08","S012",374,25
"2014-08-08","S033",175,69
"2014-08-08","S018",78,58
"2014-08-08","S036",91,31
"2014-08-08","S014",588,198
"2014-08-08","S016",226,18
"2014-08-08","S024",510,9
"2014-08-08","S026",304,54
"2014-08-08","S027",82,116
"2014-08-08","S032",228,197
"2014-08-08","S015",149,287
"2014-08-08","S022",63,30
"2014-08-08","S034",240,148
"2014-08-08","S003",179,133
"2014-08-08","S007",321,60
"2014-08-08","S013",131,2
"2014-08-08","S031",140,64
"2014-08-08","S030",431,67
"2014-08-08","S028",284,21
"2014-08-08","S001",159,175
"2014-08-08","S011",234,90
"2014-08-08","S025",479,26
"2014-08-08","S009",53,97
"2014-08-09","S029",322,94
"2014-08-09","S021",244,2
"2014-08-09","S006",160,73
"2014-08-09","S010",580,63
"2014-08-09","S035",394,82
"2014-08-09","S004",146,85
"2014-08-09","S002",198,162
"2014-08-09","S005",316,97
"2014-08-09","S012",447,28
"2014-08-09","S033",232,46
"2014-08-09","S018",144,138
"2014-08-09","S036",132,47
"2014-08-09","S014",479,262
"2014-08-09","S016",140,11
"2014-08-09","S024",518,8
"2014-08-09","S026",592,163
"2014-08-09","S027",224,229
"2014-08-09","S032",294,358
"2014-08-09","S015",286,386
"2014-08-09","S022",169,33
"2014-08-09","S034",190,196
"2014-08-09","S003",268,201
"2014-08-09","S007",356,38
"2014-08-09","S013",398,53
"2014-08-09","S031",200,117
"2014-08-09","S030",624,99
"2014-08-09","S028",466,78
"2014-08-09","S001",232,289
"2014-08-09","S011",299,92
"2014-08-09","S025",469,2
"2014-08-09","S009",85,99
"2014-08-10","S029",258,149
"2014-08-10","S021",178,63
"2014-08-10","S006",148,71
"2014-08-10","S010",557,56
"2014-08-10","S035",519,42
"2014-08-10","S004",164,65
"2014-08-10","S002",142,144
"2014-08-10","S005",431,72
"2014-08-10","S012",348,21
"2014-08-10","S033",280,34
"2014-08-10","S018",143,167
"2014-08-10","S036",240,81
"2014-08-10","S014",598,170
"2014-08-10","S016",158,17
"2014-08-10","S024",493,2
"2014-08-10","S026",505,207
"2014-08-10","S027",248,197
"2014-08-10","S032",363,279
"2014-08-10","S015",333,280
"2014-08-10","S022",238,30
"2014-08-10","S034",212,118
"2014-08-10","S003",263,210
"2014-08-10","S007",238,60
"2014-08-10","S013",225,50
"2014-08-10","S031",246,98
"2014-08-10","S030",616,103
"2014-08-10","S028",354,18
"2014-08-10","S001",292,182
"2014-08-10","S011",248,116
"2014-08-10","S025",581,0
"2014-08-11","S029",312,177
"2014-08-11","S021",278,64
"2014-08-11","S006",289,27
"2014-08-11","S010",331,61
"2014-08-11","S035",514,38
"2014-08-11","S004",80,32
"2014-08-11","S002",121,61
"2014-08-11","S005",134,3
"2014-08-11","S012",254,29
"2014-08-11","S033",147,29
"2014-08-11","S018",79,65
"2014-08-11","S036",68,63
"2014-08-11","S014",287,129
"2014-08-11","S016",185,13
"2014-08-11","S024",416,13
"2014-08-11","S026",284,29
"2014-08-11","S027",70,111
"2014-08-11","S032",126,220
"2014-08-11","S015",196,155
"2014-08-11","S022",51,20
"2014-08-11","S034",219,140
"2014-08-11","S003",132,208
"2014-08-11","S007",149,81
"2014-08-11","S013",157,8
"2014-08-11","S031",101,49
"2014-08-11","S030",275,57
"2014-08-11","S028",211,23
"2014-08-11","S001",114,117
"2014-08-11","S011",236,53
"2014-08-11","S025",304,8
"2014-08-12","S029",180,232
"2014-08-12","S021",218,98
"2014-08-12","S006",187,60
"2014-08-12","S010",369,3
"2014-08-12","S035",458,66
"2014-08-12","S004",76,60
"2014-08-12","S002",104,98
"2014-08-12","S005",251,13
"2014-08-12","S012",367,22
"2014-08-12","S033",161,62
"2014-08-12","S018",98,67
"2014-08-12","S036",96,35
"2014-08-12","S014",413,142
"2014-08-12","S016",92,67
"2014-08-12","S024",363,23
"2014-08-12","S026",306,55
"2014-08-12","S027",98,117
"2014-08-12","S032",134,196
"2014-08-12","S015",146,211
"2014-08-12","S022",42,18
"2014-08-12","S034",138,144
"2014-08-12","S003",197,65
"2014-08-12","S007",250,59
"2014-08-12","S013",121,2
"2014-08-12","S031",133,64
"2014-08-12","S030",329,80
"2014-08-12","S028",174,7
"2014-08-12","S001",109,161
