Summary,Legend,Protection,Sale,Place,Price,Seller,MSales,Comments
正品同威UC520 电信CDMA天翼 老人手机 大字老年手机 正品老年机,"消费者保障	七天退换",七天退换,"月售10笔	60条评价",浙江 杭州货到付款,137.01        运费：5.00           信用卡,夏紫馨1,10,60
全球最小mini袖珍保时捷汽车遥控器760迷你个性卡通小手机宝马X6,消费者保障,无七天退换,"月售359笔	402条评价",广东 深圳货到付款,138.01        运费：12.00           信用卡,hxjfox888,359,402
Samsung/三星 SCH-i559 安卓2.2电信3GCDMA天翼手机,"消费者保障	七天退换",七天退换,"月售26笔	55条评价",广东 深圳货到付款,459.75        运费：0.01           信用卡,经纬国际通信,26,55
大众宝马保时捷法拉利W8跑车翻盖手机学生儿童手机双卡双待买就送,消费者保障,无七天退换,"月售107笔	62条评价",浙江 宁波货到付款,198.00        运费：7.00           信用卡,陈余乐俐,107,62
Huawei/华为 C2800 电信手机天翼CDMA 彩屏手机 超长待机 QQ UC,"消费者保障	七天退换",七天退换,"月售275笔	679条评价",广东 深圳,88.00        运费：0.00           信用卡折扣,robin1914,275,679
Yusun/语信E88电信cdma天翼智能双模安卓gsm双卡双待3G手机正品,"消费者保障	七天退换",七天退换,"月售185笔	161条评价",广东 深圳货到付款,669.76        运费：0.00           信用卡,青青子佩_悠悠我思,185,161
Samsung/三星 SCH-I929手机 双模双待 大陆行货 黑白现货三星I929,消费者保障,无七天退换,"月售15笔	15条评价",广东 深圳,3500.00        运费：0.00           信用卡,海洋心6699,15,15
年中大促 正品首悦E868 S768翻盖彩屏老人手机 语音报号声音大,"消费者保障	七天退换",七天退换,"月售167笔	352条评价",湖南 长沙货到付款,205.04        运费：0.00           信用卡折扣,湘缘小店,167,352
OPPO A520 正品行货 oppoa520女士翻盖音乐手机 现货包邮 7天退换,"消费者保障	七天退换",七天退换,"月售31笔	48条评价",广东 深圳货到付款,350.00        运费：0.00           信用卡,鑫发伟业,31,48
关爱通A777 老人手机批发 老年人手机正品行货/批发,"消费者保障	七天退换",七天退换,"月售34笔	20条评价",广东 深圳,79.00        运费：0.00,京立数码,34,20
HTC原装G25超薄机身双核安卓4.0 导航智能手机GPS 4.3寸高清屏,消费者保障,无七天退换,"月售312笔	177条评价",广东 深圳,1380.00        运费：0.00           信用卡,拥抱有你的未来,312,177
支持耳机Samsung/三星 B309CDMA189180153133电信天翼手机带QQ,"消费者保障	七天退换",七天退换,"月售105笔	238条评价",广东 深圳货到付款,100.00        运费：10.00           信用卡,nana_cool,105,238
Nokia/诺基亚 c2-07  键盘触控手机02 超长待机 送大礼包,"消费者保障	七天退换",七天退换,"月售12笔	87条评价",广东 深圳,340.03        运费：1.00           信用卡,深圳光明通讯城,12,87
DOOV朵唯S818 正品牌女性 时尚滑盖手机 风信子原装行货200万像<e7><b4>,"消费者保障	七天退换	正品保障",七天退换,"月售64笔	38条评价",浙江 杭州,300.00        运费：8.00           信用卡,美益天数码专营店,64,38
首信 S718 雅器 老人机 老人手机 大按键 大字体大音量 两件包邮,消费者保障,无七天退换,月售9笔,广东 深圳,138.00        运费：10.00           信用卡,丰裕通讯行,9,0
Nokia/诺基亚 2220s正品滑盖大字体老人女性手机时尚原装百元行货,"消费者保障	七天退换",七天退换,"月售51笔	234条评价",广东 深圳,130.01        运费：8.00           信用卡,诚信达手机批发,51,234
新款小m1m11米国产半智能安卓直板双卡双待男女情侣全触屏手机,消费者保障,无七天退换,"月售29笔	40条评价",广东 深圳,243.00        运费：15.00,xiaoyanling99,29,40
Nokia/诺基亚 X1-01双模双待电信手机双卡天翼CDMA半智能大电包邮,"消费者保障	七天退换",七天退换,"月售30笔	10条评价",广东 深圳,240.00        运费：0.00,杰少数码88,30,10
限时打折LG GD310冰激凌II代手机正品升级4G卡送电<e6><b1>,"消费者保障	七天退换",七天退换,"月售82笔	129条评价",广东 深圳,219.02        运费：0.00           信用卡,亚洲手机城,82,129
现货包邮 Nokia/诺基亚 X1-01 X101双卡双待 直板手机 超长待机,"消费者保障	七天退换	正品保障",七天退换,"月售1657笔	6635条评价",湖北 武汉,298.02        运费：0.00           信用卡,弗雷德手机配件专营,1657,6635
C503手机 Nokia/诺基亚 C5-03 正品行货 支持验证 促销 包邮,"消费者保障	七天退换",七天退换,"月售35笔	7条评价",北京货到付款,630.00        运费：0.10           信用卡,lcq336,35,7
Nokia/诺基亚 2030件 诺基亚2610 原装老人学生备用手机超长待机,消费者保障,无七天退换,"月售29笔	6条评价",广东 深圳,68.00        运费：0.00,晨柜宝店,29,6
2012新款迷你手机最小微型袖珍手机 超小个性法拉利跑车钥扣手机,消费者保障,无七天退换,"月售49笔	10条评价",浙江 宁波,148.00        运费：10.00,艺术宝贝90,49,10
Lenovo/联想 A288T 移动3G 安卓智能手机1G CPU 纯净版现货包邮,"消费者保障	七天退换",七天退换,"月售19笔	3条评价",广东 深圳,478.00        运费：0.00,国贸数码00,19,3
K-Touch/天语 W806+大黄蜂W806 双核1.2GH 安卓4.0系统智能手机,"消费者保障	七天退换",七天退换,"月售14笔	2条评价",广东 深圳货到付款,1130.50        运费：0.00           信用卡,深圳银沃电信,14,2
Nokia/诺基亚 1010 百元手机正品行货 学生手机 老人手机特价包邮,消费者保障,无七天退换,"月售150笔	54条评价",上海,148.00        运费：0.00,happy_post,150,54
Apple/苹果 iPhone 4S手机 全新未激活未拆封 官网验证送豪华大礼,"消费者保障	七天退换",七天退换,"月售35笔	20条评价",广东 深圳,3850.00        运费：0.00           信用卡,small8lion,35,20
Samsung/三星 I9070 全新正品 安卓智能手机 1GHZ双核 送现金,"消费者保障	七天退换",七天退换,"月售136笔	257条评价",广东 深圳,1860.19        运费：0.00           信用卡,新跨越数码科技,136,257
Samsung/三星 S3550 原装正品 滑盖手机 鲨鱼Shark曲线外形设计,"消费者保障	七天退换",七天退换,"月售2笔	13条评价",广东 深圳,245.00        运费：10.00           信用卡,jia家乐520,2,13
新款国产6700 四卡四待 免费电视 收音机 QQ 手电筒 手机,消费者保障,无七天退换,"月售44笔	16条评价",广东 深圳,208.00        运费：8.00,xuan860925,44,16
ZTE/中兴 R518 电信3G天翼手机  无线Modem QQ后台 UC 特价销售,消费者保障,无七天退换,"月售145笔	179条评价",广东 深圳,190.00        运费：10.00,耀龙88888888,145,179
Nokia/诺基亚 610 Lumia 610 手机 WP7.5 香港正港 包邮 送好礼,"消费者保障	七天退换",七天退换,"月售90笔	94条评价",广东 深圳,935.20        运费：0.00           信用卡,凤凰数码通迅,90,94
可ROOT刷4.0纯净版Amoi/夏新 n808 智能手机4.3寸屏 1G处理器系统,"消费者保障	七天退换	正品保障",七天退换,"月售5笔	1条评价",广东 深圳,820.08        运费：0.00           信用卡,鑫德正数码专营店,5,1
Nokia/诺基亚 C2-01 新款S40 联通3G ★直板实用手机★包邮送礼,"消费者保障	七天退换",七天退换,"月售18笔	86条评价",广东 深圳货到付款,350.00        运费：0.00           信用卡,双龙手机店,18,86
长虹 008-IL 三卡三待 双模双待超长待机 电信CDMA正品半智能手机,"消费者保障	七天退换",七天退换,"月售7笔	9条评价",广东 深圳,680.00        运费：20.00           信用卡,冯广宁0380,7,9
Nokia/诺基亚 1010两电两充双卡双待正品老人学生手机大号字体,"消费者保障	七天退换",七天退换,"月售18笔	1条评价",广东 深圳,78.00        运费：8.00           信用卡,航天通信旗舰店,18,1
正品大显V22安卓智能手机微信WIFI 3.5寸电容屏双卡双待超长待机,"消费者保障	七天退换	正品保障",七天退换,"月售157笔	79条评价",广东 深圳货到付款,445.00        运费：0.00           信用卡,创宇嘉汇数码专营店,157,79
北京总代理 Lenovo/联想 A520 3g 女性双卡智能手机 包邮现货,"消费者保障	假一赔三	七天退换    品牌授权",七天退换,"月售36笔	34条评价",北京,980.00        运费：0.00,北亿电讯,36,34
正品NO.1AG-TEL迷你小手机学生机手机双卡双待蓝牙收音机手电筒,消费者保障,无七天退换,"月售22笔	9条评价",江苏 淮安,129.00        运费：6.00           信用卡,旧是明月夜,22,9
厂家直销Gionee/金立 A969双卡翻盖商务手机 正品联保 送蓝牙,"消费者保障	七天退换	正品保障",七天退换,"月售46笔	119条评价",北京货到付款,899.08        运费：0.01           信用卡,亿博鸿信数码专营店,46,119
秒杀Hedy/七喜 H701升级版 安卓2.3系统 500万像素 智能手机 包邮,"消费者保障	七天退换",七天退换,"月售2013笔	5349条评价",广东 东莞,370.50        运费：0.00           折扣,a1迅达国际数码连锁,2013,5349
Huawei/华为 C5730正品 电信天翼3G超薄音乐手机UC 支持QQ后台,消费者保障,无七天退换,"月售78笔	415条评价",广东 深圳,280.00        运费：10.00           信用卡,恒誉数码科技,78,415
Amoi/夏新 n808  智能手机4.3寸屏 1G处理器 可升安卓4.0永不断电,"消费者保障	七天退换	正品保障",七天退换,"月售385笔	1037条评价",四川 成都,815.07        运费：0.00           信用卡,安奇数码专营店,385,1037
Samsung/三星 E1182 双卡双待直板手机 大陆行货 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售21笔	1条评价",江西 南昌,138.00        运费：15.00           信用卡,南昌健柏数码专营店,21,1
特价！Philips/飞利浦 x130手机 双卡双待 充电宝 特价 现货包邮,"消费者保障	七天退换",七天退换,"月售60笔	41条评价",吉林 长春货到付款,258.00        运费：0.00           信用卡,长春飞利浦,60,41
包邮 路虎A9 第二代 路虎S1 S8户外 三防手机 双卡双待 超长待机,"消费者保障	七天退换	24小时发货",七天退换,"月售1398笔	1523条评价",广东 深圳货到付款,258.00        运费：0.00           信用卡,fangjie893,1398,1523
【包邮|电信官方直营】Huawei/华为 C2856黑色 CDMA电信低价手机,"消费者保障	七天退换	正品保障",七天退换,"月售167笔	63条评价",北京,139.00        运费：0.00           信用卡,天翼电信手机专营店,167,63
包邮！K-Touch/天语 W650智能手机 双卡双待 可刷2.3.6 可装导航,"消费者保障	七天退换	正品保障",七天退换,"月售209笔	224条评价",北京,525.00        运费：0.00           信用卡,蒙帝鸿运数码专营店,209,224
正品 华立LC-101 电信天翼CDMA 老人手机 中老年人手机 大字大屏,"消费者保障	七天退换",七天退换,"月售17笔	94条评价",上海,168.00        运费：8.00           信用卡,菲儿品牌店,17,94
强悍路虎手机L9超酷个性汽车直板手机三防双卡双待超长待机防水,消费者保障,无七天退换,"月售18笔	5条评价",广东 深圳,135.00        运费：10.00           信用卡,黑色漫廷,18,5
K-Touch/天语 Q10 童话手机 双卡双待 全屏手写 正品行货全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售109笔	488条评价",北京,135.00        运费：10.00           信用卡,蒙帝鸿运数码专营店,109,488
Motorola/摩托罗拉 ME525/MB525 defy+ 三防手机 送魔声耳机原电,"消费者保障	七天退换",七天退换,"月售20笔	4条评价",广东 深圳,850.13        运费：0.00           信用卡,好人一生平安138,20,4
ZTE/中兴 V889D 双卡双待智能手机 安卓4.0汉星屏 原电原充 现货,"消费者保障	假一赔三	七天退换    品牌授权",七天退换,"月售826笔	1169条评价",广东 深圳,602.00        运费：0.10           信用卡,aym108,826,1169
OPPO U539翻盖音乐手机 OPPOU539双卡双待 正品行货 全国联保,"消费者保障	七天退换",七天退换,"月售26笔	26条评价",广东 深圳货到付款,716.30        运费：0.00           信用卡折扣,中国通讯用品专卖网,26,26
华立LC-101老人手机正品行货 老年机 大字体老人机电信天翼CDMA,"消费者保障	七天退换",七天退换,"月售14笔	19条评价",北京,168.00        运费：0.00,蚂蚁军团0,14,19
Samsung/三星 SGH-E848 高档超薄滑盖 时尚音乐手机 正品特价,"消费者保障	七天退换",七天退换,"月售39笔	80条评价",广东 深圳货到付款,197.60        运费：10.00           信用卡折扣,aitua56,39,80
康佳e900/安卓4.03智能手机1G主频/送199元礼盒/正品保证/送8g卡,消费者保障,无七天退换,"月售36笔	24条评价",浙江 湖州货到付款,1050.00        运费：3.00           信用卡,bgm646407,36,24
TCL E708 正品行货 全触屏/安卓2.2智能手机/移动3G手机 黑色现货,"消费者保障	七天退换	正品保障",七天退换,"月售11笔	13条评价",山东 济南,379.00        运费：10.00           信用卡,晶好数码专营店,11,13
Hedy/七喜 H701升级版 主频1G 500万像素 安卓2.3 智能手机 特价,"消费者保障	七天退换",七天退换,"月售75笔	199条评价",广东 深圳货到付款,385.00        运费：0.00,hnghxjl,75,199
Coolpad/酷派 7019 双卡双待 安卓智能手机 W+G 800CPU 正品送礼,消费者保障,无七天退换,"月售135笔	216条评价",北京,509.00        运费：8.00           信用卡,三千山通讯商城,135,216
Samsung/三星 S5830i 智能 安卓2.36 触屏 直板手机 全新正品包邮,"消费者保障	七天退换",七天退换,"月售125笔	65条评价",北京,1050.00        运费：0.00           信用卡,pinkping88,125,65
立减100元送皮套话费Samsung/三星 I9070 1GHZ双核正品新手机,"消费者保障	七天退换",七天退换,"月售263笔	941条评价",广东 深圳,1920.01        运费：0.00           信用卡,起航飞越,263,941
赛纳普S6+ 电信双模双待双卡天翼CDMA手机手写触摸 超薄 厂家直销,"消费者保障	七天退换",七天退换,"月售10笔	19条评价",广东 深圳,226.10        运费：8.00           信用卡折扣,玲玲通讯商城,10,19
HTC EVO 手机 电信天翼CDMA 安卓智能3G手机 送16G卡豪礼 包邮,消费者保障,无七天退换,"月售1448笔	3079条评价",广东 深圳,500.00        运费：0.00,海若2008,1448,3079
Nokia/诺基亚 2730c正品行货  3G手机 大字体 大铃声 可后台QQ,"消费者保障	七天退换",七天退换,"月售9笔	5条评价",广东 深圳,256.92        运费：0.00           信用卡,张燕琼1986,9,5
Samsung/三星 SGH-J708 J708 原装正品行货 超薄滑盖手机 送2G卡,"消费者保障	七天退换",七天退换,"月售8笔	10条评价",浙江 杭州,190.00        运费：10.00,下雪天1931,8,10
9月产安卓4.0 Sony/索尼 LT26I Xperia S LT26i手机 送游戏软件盘,"消费者保障	七天退换",七天退换,"月售2854笔	5153条评价",广东 深圳,2370.06        运费：0.00           信用卡,远望数码商业城,2854,5153
送4G卡 Motorola/摩托罗拉 xt390 双卡双待 安卓手机 还包邮哦,"消费者保障	七天退换	正品保障",七天退换,"月售1793笔	857条评价",湖北 武汉,570.04        运费：0.00           信用卡,弗雷德手机配件专营,1793,857
Huawei/华为 2800 C2800电信CDMA手机 超长待机 天翼QQ UC 可后台,"消费者保障	七天退换",七天退换,月售54笔,广东 深圳,50.00        运费：11.00           折扣,天亿通讯28,54,0
正品三防电信CDMA老人手机 3G蓝天LT838 防水耐摔手电收音老年机,"消费者保障	七天退换",七天退换,"月售93笔	115条评价",浙江 杭州货到付款,297.02        运费：0.01           信用卡,itsourcechina,93,115
Daxian/大显 GST3000老年人手机 超大音量 大字体 正品购机送大礼,"消费者保障	七天退换	正品保障",七天退换,"月售80笔	86条评价",北京货到付款,195.00        运费：10.00           信用卡,亿博鸿信数码专营店,80,86
【特价清仓】正品朵唯 S728 简爱 翻盖女性手机 【双电】全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售42笔	274条评价",浙江 杭州,399.00        运费：9.00           信用卡,天正数码专营店,42,274
新款最小迷你手机 保时捷911 卡通汽车遥控器 钥匙扣手机 宝马X6,"消费者保障	七天退换",七天退换,"月售4笔	1条评价",广东 深圳货到付款,215.00        运费：10.00           信用卡,yitong28,4,1
朵唯S818 正品行货 原装经典时尚滑盖女性手机 周末特价送好礼,"消费者保障	七天退换",七天退换,"月售42笔	80条评价",广东 深圳货到付款,278.00        运费：8.00           信用卡,goodluck20108588,42,80
东信 EA188T 移动TD老人手机 GSM+TD老年机正品行货 GPS定位,"消费者保障	七天退换	正品保障",七天退换,"月售11笔	17条评价",广东 深圳,488.00        运费：0.00           信用卡折扣,东信欧蓓专卖店,11,17
Lenovo/联想 A288T手机 移动3G手机正品行货 智能手机,"消费者保障	七天退换",七天退换,"月售22笔	20条评价",北京,455.00        运费：0.00           信用卡,卓宇世纪正品店,22,20
MIUI/小米 M1(电信版) 全国联保/专柜验证 小米M1手机 小米1s手机,"消费者保障	七天退换	正品保障",七天退换,"月售2153笔	3186条评价",上海,1699.15        运费：13.00           信用卡,岸越数码专营店,2153,3186
关爱通A555 老人手机 正品行货 批发老年人手机 彩屏 超长待机,"消费者保障	七天退换",七天退换,"月售39笔	30条评价",山东 济南货到付款,82.00        运费：8.00           信用卡折扣,德馨数码城,39,30
OPPO A209手机 正品行货 鉴定 全国联保 发票 包邮,"消费者保障	七天退换",七天退换,"月售24笔	11条评价",广东 深圳货到付款,450.00        运费：0.00           信用卡,中国通讯用品专卖网,24,11
东信 EA118加强版老人手机正品行货老年手机正品行货低辐射大字,"消费者保障	七天退换	正品保障",七天退换,"月售7笔	1745条评价",广东 深圳,249.00        运费：0.00           信用卡,东信欧蓓专卖店,7,1745
LG GT540 全新原装正品  安卓智能机手机 凯立德 换8G卡送礼,"消费者保障	七天退换",七天退换,"月售77笔	322条评价",浙江 嘉兴货到付款,365.02        运费：0.10           信用卡,老百姓的淘吧,77,322
新款2011最小正品手表式手机YAMI手表手机男女款超薄腕表手机包邮,"消费者保障	七天退换",七天退换,"月售12笔	45条评价",广东 深圳货到付款,230.85        运费：0.00           信用卡,wendy191,12,45
Sony/索尼 LT26I Xperia S国行 联保 送超值礼LT26手机,"消费者保障	七天退换",七天退换,"月售18笔	10条评价",广东 深圳,2370.16        运费：0.00           信用卡,深圳佳记通讯,18,10
Huawei/华为 C2800 电信天翼CDMA彩屏手机 现货供应 有支持后台QQ,"消费者保障	七天退换",七天退换,"月售188笔	135条评价",广东 深圳,50.00        运费：6.00           信用卡折扣,辉煌数码138,188,135
谷果谷歌E68+安卓智能手机高清电容屏WIFI 双核Q微信android系统,"消费者保障	七天退换",七天退换,"月售16笔	43条评价",广东 深圳,368.00        运费：15.00           信用卡,道天8888,16,43
全新正品Nokia/诺基亚 1280备用手机 学生手机 老人手机 超长待机,消费者保障,无七天退换,"月售28笔	13条评价",湖南 长沙,100.00        运费：0.00           信用卡,198698z,28,13
诺基亚2610老人机学生机便宜耐用上网QQ手机Nokia/诺基亚 2030,"消费者保障	七天退换",七天退换,"月售44笔	13条评价",广东 深圳,70.00        运费：0.00           信用卡,秋天的童话2011102688,44,13
Samsung/三星 I579电信智能手机 安卓2.2 正品行货 黑白现货,"消费者保障	七天退换",七天退换,"月售48笔	42条评价",上海,900.20        运费：22.00           信用卡,汇洋达通讯,48,42
Samsung/三星 Galaxy Note手机 全新正品大陆行货 全国联保未拆封,"消费者保障	七天退换",七天退换,"月售20笔	3条评价",广东 深圳,3250.40        运费：0.00,9i通讯,20,3
最新款迷你翻盖保时捷超小手机法拉利钥匙扣手机F389手机双卡双待,消费者保障,无七天退换,"月售9笔	3条评价",广东 深圳货到付款,185.00        运费：8.00           信用卡,秋水伊人858,9,3
ZTE/中兴 V889D 安卓双卡双待 安卓智能手机 4.0大屏 大降价,"消费者保障	七天退换	正品保障",七天退换,"月售22笔	46条评价",上海,659.00        运费：6.00           信用卡,博珏数码专营店,22,46
2012新款个性兰博基尼跑车 迷你钥匙扣手机 超小袖珍直板手机,"消费者保障	七天退换",七天退换,"月售77笔	33条评价",上海货到付款,235.00        运费：6.00           信用卡,liqian3763,77,33
兰博基尼宝马汽车遥控器迷你儿童手机汽车钥匙扣手机照相,消费者保障,无七天退换,"月售18笔	4条评价",浙江 宁波货到付款,210.00        运费：7.00           信用卡,陈余乐俐,18,4
包邮！个性 2012最新款 超薄 低辐射 迷你情侣学生男女款 4S 手机,"消费者保障	七天退换",七天退换,"月售22笔	6条评价",广东 深圳货到付款,188.00        运费：0.01           信用卡,路遥网贸,22,6
K-Touch/天语 C280 800万三倍光学变焦 正品行货手机 天探,"消费者保障	假一赔三	七天退换    品牌授权",七天退换,"月售195笔	212条评价",北京,218.01        运费：0.00           信用卡,天探集团,195,212
Samsung/三星 S5360/GALAXY Y安卓2.3 大屏手机 智能手机,"消费者保障	七天退换",七天退换,"月售26笔	88条评价",广东 深圳货到付款,640.90        运费：0.01           信用卡,经纬国际通信,26,88
独家ROOT纯净版 Huawei/华为 C8825D 手机 双核双网双待 电信3G,"消费者保障	七天退换	正品保障",七天退换,"月售160笔	72条评价",上海,1129.00        运费：13.00           信用卡,旭翼数码专营店,160,72
高斯贝尔GS88 老人手机 正品行货 大字 彩屏老人机 收音机老年机,"消费者保障	七天退换",七天退换,"月售16笔	56条评价",浙江 杭州货到付款,139.00        运费：0.01           信用卡,夏紫馨1,16,56
2012新款个性翻盖保时捷钥匙扣手机 法拉利 宝马最小迷你袖珍手机,消费者保障,无七天退换,"月售103笔	35条评价",浙江 宁波,191.00        运费：10.00,艺术宝贝90,103,35
Huawei/华为 C7199电信CDMA天翼手机 大字体 语音播报 FM  QQ上网,"消费者保障	七天退换",七天退换,"月售41笔	55条评价",广东 深圳,172.01        运费：0.00,深圳远望数码通信,41,55
朵唯D7 女性智能手机iEva D7安卓4.0 正品 双网双卡双待 神秘特价,"消费者保障	七天退换",七天退换,"月售16笔	9条评价",广东 深圳,1698.03        运费：0.00           信用卡,小卡数码889,16,9
天星N800手机4.3/5.0寸电容屏 Anroid4.0.3 MTK6575/6577WIFI GPS,"消费者保障	七天退换",七天退换,"月售14笔	11条评价",广东 深圳货到付款,760.00        运费：20.00           信用卡,zhuangyi32,14,11
双原电特价160元 Philips/飞利浦 X126手机 双卡长待 X125升级版,"消费者保障	七天退换	正品保障",七天退换,"月售27笔	30条评价",上海,136.00        运费：12.00           信用卡,晟功数码专营店,27,30
Sony Ericsson/索尼爱立信 W580c，W580滑盖音乐支持后台QQ手机,"消费者保障	七天退换",七天退换,"月售43笔	77条评价",广东 深圳,142.50        运费：0.00           折扣,佳缘科技228,43,77
2012新款 法拉利翻盖跑车汽车手机双卡双待模型迷你儿童卡通手机,"消费者保障	七天退换",七天退换,"月售29笔	20条评价",广东 深圳,245.00        运费：10.00           信用卡,e玮达数码,29,20
海信T96 双核智能手机 安卓4.0手机电视 送彩壳 储蓄罐,"消费者保障	七天退换	正品保障",七天退换,"月售63笔	139条评价",江苏 南京,1199.00        运费：0.00           信用卡,中国移动官方旗舰店,63,139
Lenovo/联想 A288T  安卓智能手机 超值学生机 1GHz CPU 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售30笔	14条评价",上海,529.00        运费：10.00           信用卡,博珏数码专营店,30,14
2012新款大显MX5 安卓2.36 智能手机4.3寸电容屏WIFI双卡双待正品,"消费者保障	七天退换	正品保障",七天退换,"月售59笔	21条评价",广东 深圳货到付款,576.11        运费：0.00           信用卡,创宇嘉汇数码专营店,59,21
ZTE/中兴 V970 双卡双待双核智能手机4.3屏 安卓4.0纯净版 原封箱,"消费者保障	假一赔三	七天退换    品牌授权",七天退换,"月售1103笔	332条评价",广东 深圳,988.09        运费：1.00           信用卡,aym108,1103,332
【包邮/品质第一。销量第二】Lenovo/联想 A789 手机 双卡双核1G,"消费者保障	七天退换	正品保障",七天退换,"月售1758笔	1454条评价",浙江 杭州,899.02        运费：0.00           信用卡,天配数码专营店,1758,1454
暑期促销300台 康佳 Q6 儿童手机 可爱卡通 低辐射 送孩子的礼物,"消费者保障	七天退换",七天退换,"月售39笔	28条评价",北京,168.00        运费：0.00,北亿电讯,39,28
索爱正品行货 双屏翻盖 双卡双待 音乐手机i510 暑期特<e6><83>,"消费者保障	七天退换",七天退换,"月售36笔	12条评价",湖北 武汉货到付款,268.00        运费：0.01           信用卡,我爱原唱2008,36,12
外单出口钥匙扣袖珍保时捷限量版911震动汽车最小超小迷你001手机,消费者保障,无七天退换,"月售36笔	46条评价",广东 深圳,220.00        运费：10.00,abc时尚精品阁,36,46
Nokia/诺基亚 1200带手电筒老人学生实用手机Nokia/诺基亚 1010台,"消费者保障	七天退换",七天退换,"月售10笔	5条评价",广东 深圳,70.00        运费：0.00,haixiong0611,10,5
特价原封 纯净版2.3.7G网上网 Coolpad/酷派 5899 双模双待 手机,"消费者保障	七天退换	正品保障",七天退换,"月售55笔	52条评价",上海,698.00        运费：13.00           信用卡,旭翼数码专营店,55,52
HTC A810e G16 ChaCha 安卓智能手机 全键盘 送8G卡 现货包邮,"消费者保障	七天退换",七天退换,"月售19笔	11条评价",广东 深圳货到付款,728.00        运费：0.00           信用卡,傲雪美媚2010,19,11
北京总代理 ZTE/中兴 U880E 移动3G  智能手机 安卓4.0纯净root,"消费者保障	七天退换",七天退换,"月售61笔	55条评价",北京,703.02        运费：0.00,北亿电讯,61,55
K-Touch/天语 W688 手机 智能安卓 4.0屏 双卡双待 正品行货,"消费者保障	七天退换	正品保障",七天退换,"月售22笔	38条评价",北京货到付款,625.00        运费：8.00           信用卡,万通郑捷数码专营店,22,38
摩托罗拉K2 正品电信CDMA天翼 翻盖手机Motorola/摩托罗拉 EX212,消费者保障,无七天退换,月售18笔,广东 深圳,100.00        运费：0.00,百分百科技店,18,0
正品行货贝贝熊D302平安通儿童手机男生女生卡通可爱低辐射定位,"消费者保障	七天退换",七天退换,"月售289笔	122条评价",上海,92.00        运费：6.00           折扣,beijing169,289,122
K-Touch/天语 A630 直板触屏手机 手写 java QQ 一键录音 包邮,"消费者保障	七天退换",七天退换,"月售10笔	4条评价",广东 深圳,160.00        运费：0.00,星宇数码商店,10,4
超低价！OPPO A125 oppoa125 正品行货 音乐手机 7天包退换,消费者保障,无七天退换,"月售78笔	78条评价",广东 深圳,330.00        运费：0.00,天偌妈妈,78,78
蓝天 LT 828 电信天翼 CDMA 老人手机正品行货 超长待机 包邮,"消费者保障	七天退换",七天退换,"月售7笔	10条评价",四川 成都,144.54        运费：0.00           信用卡,买把称,7,10
中恒HTE-530电信CDMA双模老人手机 双网双卡双待语音王老年人手机,"消费者保障	七天退换",七天退换,"月售12笔	57条评价",浙江 杭州,305.01        运费：0.00           信用卡,杰阳数码,12,57
【特价清仓】正品朵唯 S920眼影 翻盖女性手机 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售37笔	288条评价",浙江 杭州,650.00        运费：9.00           信用卡,天正数码专营店,37,288
诺基亚1650老人手机学生手机老人机便宜Nokia/诺基亚 X2-03包邮,"消费者保障	七天退换",七天退换,"月售85笔	441条评价",广东 深圳,93.60        运费：0.00           信用卡,xiaozhu20081226,85,441
全新原装正品Huawei/华为 C8812电信天翼3G智能手机【顺丰包邮】,"消费者保障	七天退换",七天退换,月售3笔,浙江 宁波,558.00        运费：0.00           信用卡,许盛琦,3,0
Samsung/三星 I779  三星i500 电信 CDMA手机 电信智能手机,"消费者保障	七天退换",七天退换,"月售1037笔	1326条评价",广东 深圳货到付款,546.12        运费：20.00           信用卡,weixiulian0616,1037,1326
现货MIUI/小米 青春版 miui-小米 m1青春版 小米3G手机 安卓4.0,"消费者保障	七天退换",七天退换,"月售7笔	2条评价",广东 深圳,1299.35        运费：0.00           信用卡,梦之蓝科技,7,2
优思 U99 老人手机 超大字体,消费者保障,无七天退换,月售5笔,广东 深圳,199.90        运费：0.00,郑荣航88,5,0
优尔得JL668 TV 老人手机 正品行货电视手机老年人手机双卡双待,"消费者保障	七天退换",七天退换,"月售45笔	24条评价",广东 深圳,129.01        运费：0.00,京立数码,45,24
ZTE/中兴 N880S手机 安卓2.2 全触屏 带内存卡 正品行货 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售9笔	61条评价",浙江 杭州,479.00        运费：13.00           信用卡,恒易数码专营店,9,61
蓝天 LT 828手机 老人机电信CDMA大字体大按键 手电筒 送挂绳,"消费者保障	七天退换	正品保障",七天退换,"月售52笔	98条评价",浙江 杭州,138.00        运费：13.00           信用卡,恒易数码专营店,52,98
【特价清仓】正品行货 朵唯S768女性手机GPS智能导航 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售134笔	91条评价",浙江 杭州,380.02        运费：9.00           信用卡,天正数码专营店,134,91
