"V1","V2","V3","V4","V5"
265274,2818095,2926020,"pv",1511824457
265274,3026546,590997,"pv",1511824489
265274,2818095,2926020,"pv",1511824503
265274,169173,2926020,"pv",1511824532
265274,2818095,2926020,"pv",1511824552
265274,4235032,590997,"pv",1511824592
265274,363858,2735466,"pv",1511824609
265274,3376583,149192,"pv",1511824772
265274,363858,2735466,"pv",1511824906
265274,169173,2926020,"buy",1511825324
265274,363858,2735466,"buy",1511825324
265274,3376583,149192,"buy",1511825324
265274,3864424,4756105,"pv",1511833498
265274,169173,2926020,"pv",1512013116
265274,1830275,866301,"fav",1512043111
265274,4344237,2926020,"pv",1512043167
265274,1830275,866301,"pv",1512043202
265274,1435430,2926020,"pv",1512043216
265274,349939,2926020,"pv",1512043617
265274,363858,2735466,"pv",1512093686
265274,3376583,149192,"pv",1512175846
265274,2701940,2735466,"pv",1512211070
265274,1108702,4145813,"pv",1512211103
265274,2776148,1379146,"pv",1512239240
265274,3083547,1379146,"pv",1512239249
265274,2515771,235534,"pv",1512239294
265274,317401,235534,"pv",1512239299
265274,572231,1379146,"pv",1512239420
265274,191502,235534,"pv",1512239432
265274,1903243,235534,"cart",1512239503
265274,3072234,235534,"cart",1512239750
265274,3717119,1397912,"pv",1512288689
265274,2107435,4145813,"pv",1512288780
268959,365191,1320293,"pv",1511564756
268959,3904482,1320293,"pv",1511565736
268959,35676,4145813,"pv",1511565754
268959,3964153,2355072,"pv",1511570778
268959,3822803,3607361,"pv",1511571549
268959,4001544,4470576,"pv",1511580878
268959,4229745,3160926,"pv",1511601527
268959,4871335,3160926,"pv",1511601922
268959,3438501,3160926,"pv",1511601961
268959,5113015,2735466,"pv",1511602455
268959,62001,4801426,"pv",1511602551
268959,4902464,1080785,"pv",1511602778
268959,1145076,1464116,"pv",1511602878
268959,2491786,149192,"pv",1511602929
268959,2861160,982926,"pv",1511603030
268959,2534123,1080785,"pv",1511603072
268959,1533675,4801426,"pv",1511611500
268959,318777,4756105,"pv",1511611685
268959,5085024,2465336,"pv",1511611752
268959,1679087,737184,"pv",1511612026
268959,2307208,4145813,"pv",1511612090
268959,3937700,4145813,"pv",1511612125
268959,2095458,3160926,"pv",1511612290
268959,4229745,3160926,"cart",1511612400
268959,2231782,2465336,"cart",1511612634
268959,4534389,4145813,"pv",1511612691
268959,3261640,982926,"pv",1511612886
268959,3296362,982926,"pv",1511613027
268959,2630335,1320293,"pv",1511613108
268959,186481,982926,"cart",1511651094
268959,327503,982926,"cart",1511651182
268959,3557398,982926,"pv",1511651198
268959,4848946,982926,"cart",1511651496
268959,4488663,2355072,"pv",1511651936
268959,204238,4756105,"pv",1511651995
268959,3795898,1320293,"cart",1511652052
268959,1408649,3160926,"pv",1511652251
268959,1220907,4801426,"pv",1511655045
268959,750959,1320293,"cart",1511655166
268959,3052087,1320293,"cart",1511655238
268959,4396340,1320293,"pv",1511655280
268959,4054202,1320293,"pv",1511655365
268959,3102265,2520377,"pv",1511655380
268959,750959,1320293,"pv",1511655848
268959,3774240,2520377,"pv",1511663816
268959,4054202,1320293,"pv",1511663850
268959,1914670,1320293,"pv",1511663881
268959,2743457,982926,"pv",1511670735
268959,2853780,1994940,"pv",1511688544
268959,4806033,1061857,"cart",1511688883
268959,2380098,1994940,"cart",1511688916
268959,3899493,4217906,"pv",1511688970
268959,3077065,1994940,"cart",1511689157
268959,931769,4217906,"pv",1511689193
268959,1530950,1994940,"cart",1511689268
268959,923728,1994940,"pv",1511689316
268959,4732853,1859277,"pv",1511689472
268959,3077065,1994940,"pv",1511689566
268959,1530950,1994940,"pv",1511689597
268959,3303037,4145813,"pv",1511736155
268959,1530950,1994940,"pv",1511739125
268959,2380098,1994940,"pv",1511739167
268959,1530950,1994940,"pv",1511739171
268959,3077065,1994940,"pv",1511739176
268959,1530950,1994940,"pv",1511739241
268959,2380098,1994940,"pv",1511739251
268959,1530950,1994940,"pv",1511739255
268959,186481,982926,"pv",1511739484
268959,1308906,1994940,"cart",1511755445
268959,1116003,1080785,"pv",1511757014
268959,490583,3607361,"pv",1511757093
268959,5134190,3607361,"pv",1511763594
268959,88624,4756105,"pv",1511765884
268959,727083,982926,"pv",1511823935
268959,4926045,982926,"pv",1511825449
268959,727083,982926,"pv",1511825464
268959,449456,982926,"pv",1511825488
268959,752859,982926,"pv",1511825504
268959,3052087,1320293,"fav",1511825614
268959,678323,4756105,"pv",1511826144
268959,4117810,149192,"pv",1511826358
268959,2649945,2520377,"pv",1511826384
268959,2626055,2877672,"pv",1511828195
268959,3356614,2425725,"pv",1511828224
268959,491153,982926,"pv",1511828248
268959,444165,2877672,"pv",1511828327
268959,3186317,1029459,"pv",1511828356
268959,4635650,982926,"pv",1511828449
268959,3220252,245312,"pv",1511828515
268959,3060151,2425725,"pv",1511828540
268959,2137287,245312,"pv",1511828604
268959,3144272,245312,"pv",1511828618
268959,3789396,1029459,"pv",1511828673
268959,3186317,1029459,"pv",1511831270
268959,5041182,245312,"pv",1511831920
268959,2217345,4756105,"pv",1511832032
268959,523220,2520377,"pv",1511832083
268959,4504433,5071267,"pv",1511832170
268959,5041182,245312,"pv",1511832238
268959,4504433,5071267,"pv",1511832273
268959,5041182,245312,"pv",1511832329
268959,1042882,3065645,"pv",1511833827
268959,34001,3065645,"cart",1511836673
268959,3440298,3065645,"pv",1511836736
268959,34001,3065645,"pv",1511836763
268959,3440298,3065645,"buy",1511836781
268959,2889778,154040,"pv",1511836820
268959,3600252,982926,"cart",1511836972
268959,4649864,982926,"pv",1511838394
268959,4403348,1029459,"cart",1511838562
268959,5024910,982926,"pv",1511840814
268959,1808612,149192,"cart",1511863257
268959,727083,982926,"pv",1511863906
268959,155433,1320293,"pv",1511863932
268959,707794,2520771,"cart",1511864093
268959,1711351,4217906,"pv",1511864238
268959,2199330,2520771,"pv",1511864260
268959,1645691,2131531,"pv",1511864276
268959,707794,2520771,"pv",1511864307
268959,1201244,4643350,"pv",1511864368
268959,215963,4145813,"pv",1511884782
268959,437349,149192,"pv",1511909892
268959,1031722,1320293,"pv",1511910156
268959,3052087,1320293,"pv",1511910299
268959,707794,2520771,"pv",1511910968
268959,3600252,982926,"fav",1511911355
268959,437349,149192,"pv",1511911372
268959,707794,2520771,"pv",1511911435
268959,35676,4145813,"pv",1511911512
268959,3447006,4145813,"pv",1511911553
268959,3600252,982926,"cart",1511911754
268959,4750696,1320293,"pv",1511912218
268959,2151755,2465336,"pv",1511912299
268959,141775,2465336,"pv",1511912353
268959,3440298,3065645,"pv",1511948970
268959,34001,3065645,"pv",1511949034
268959,3440298,3065645,"pv",1511949063
268959,626749,2355072,"pv",1511949636
268959,3440298,3065645,"pv",1511951703
268959,2612469,2465336,"pv",1511957022
268959,481064,2355072,"pv",1511957787
268959,1763179,2131531,"pv",1511957840
268959,1694506,2520377,"pv",1511957843
268959,1763179,2131531,"cart",1511957852
268959,636181,2355072,"pv",1511957911
268959,1763179,2131531,"pv",1511958003
268959,3384391,2520377,"pv",1511958121
268959,3573602,2520377,"pv",1511958293
268959,1763179,2131531,"pv",1511958300
268959,3191889,2520377,"pv",1511958326
268959,5008366,2520377,"pv",1511958349
268959,1018040,1080785,"pv",1511958422
268959,903184,154040,"pv",1511958432
268959,1103290,2520377,"pv",1511958453
268959,3478075,2131531,"pv",1511958469
268959,4003100,2520377,"cart",1511958510
268959,1763179,2131531,"pv",1511958618
268959,5008366,2520377,"pv",1511958669
268959,1763179,2131531,"pv",1511959097
268959,3573602,2520377,"cart",1511959207
268959,1103290,2520377,"pv",1511959252
268959,5008366,2520377,"buy",1511959382
268959,2915886,2355072,"pv",1511959505
268959,1103290,2520377,"pv",1511959694
268959,4003100,2520377,"pv",1511959754
268959,1694506,2520377,"pv",1511959756
268959,4003100,2520377,"pv",1511959756
268959,3573602,2520377,"pv",1511959818
268959,3296362,982926,"pv",1511959835
268959,3584472,1080785,"cart",1511959883
268959,1691410,2131531,"pv",1511959942
268959,4015702,2520377,"pv",1511961117
268959,903184,154040,"pv",1511961178
268959,3325724,149192,"pv",1511961235
268959,3573602,2520377,"pv",1511961477
268959,1763179,2131531,"pv",1511961501
268959,4534389,4145813,"pv",1511961671
268959,5047286,4145813,"pv",1511961687
268959,3691710,2520771,"pv",1511961759
268959,4138545,2131531,"pv",1511961770
268959,3038483,2520771,"pv",1511961782
268959,4602327,2131531,"pv",1511961794
268959,3208236,2131531,"pv",1511961812
268959,3448163,2520771,"pv",1511961822
268959,708746,4217906,"pv",1511961868
268959,3384391,2520377,"cart",1511962017
268959,1085112,2520377,"cart",1511962064
268959,155433,1320293,"pv",1511990116
268959,844821,3002561,"pv",1511990244
268959,1089435,50601,"pv",1511990517
268959,1636455,1397912,"pv",1512008036
268959,5008366,2520377,"pv",1512008409
268959,3794565,154040,"pv",1512036585
268959,3325724,149192,"pv",1512036887
268959,4515569,149192,"pv",1512036920
268959,3505397,1080785,"pv",1512070158
268959,4891897,2920476,"pv",1512070200
268959,2098892,2355072,"pv",1512085648
268959,201792,2920476,"pv",1512088475
268959,2766979,2520771,"pv",1512088535
268959,1637810,4643350,"pv",1512088651
268959,2758378,4643350,"pv",1512088768
268959,3098356,4643350,"pv",1512088814
268959,3136933,4643350,"pv",1512088834
268959,3288989,4643350,"cart",1512088894
268959,3910540,4643350,"pv",1512088980
268959,190131,4643350,"pv",1512088985
268959,2598081,4643350,"pv",1512089065
268959,3288989,4643350,"pv",1512089316
268959,1265514,4643350,"pv",1512092089
268959,1808612,149192,"pv",1512092321
268959,3094620,2920476,"pv",1512092345
268959,2493944,1859277,"pv",1512093044
268959,3464320,737184,"pv",1512093116
268959,2541725,2355072,"pv",1512093307
268959,3384391,2520377,"pv",1512101083
268959,2407044,1061857,"pv",1512101282
268959,4782699,4756105,"cart",1512101313
268959,2343261,1320530,"pv",1512121113
268959,4210530,4643350,"cart",1512128535
268959,2474428,4756105,"pv",1512128779
268959,3084376,4756105,"pv",1512130775
268959,3330337,4756105,"cart",1512130798
268959,1188337,4643350,"pv",1512131121
268959,3330337,4756105,"pv",1512141706
268959,3729146,4643350,"cart",1512142007
268959,4407619,1320293,"cart",1512142203
268959,3729146,4643350,"pv",1512142278
268959,1793144,3607361,"pv",1512142396
268959,1679087,737184,"pv",1512142596
268959,3382788,4643350,"cart",1512142701
268959,4782699,4756105,"pv",1512142868
268959,3862887,2520377,"pv",1512175108
268959,3094448,2520377,"pv",1512175189
268959,2784353,2520377,"cart",1512175267
268959,1137507,2520377,"pv",1512175393
268959,2784353,2520377,"pv",1512175398
268959,699052,2520377,"cart",1512175517
268959,708347,2520377,"pv",1512175563
268959,1636529,2520377,"pv",1512175643
268959,2784353,2520377,"pv",1512175655
268959,1035273,2520377,"pv",1512175733
268959,4148075,2520377,"cart",1512175917
268959,1082575,2520377,"pv",1512175985
268959,1357177,2520377,"pv",1512176254
268959,765435,570735,"cart",1512177214
268959,3521868,4181361,"pv",1512220046
268959,2784353,2520377,"pv",1512229656
268959,1085112,2520377,"pv",1512229713
268959,3384391,2520377,"pv",1512229721
268959,4003100,2520377,"pv",1512229911
268959,4699874,149192,"pv",1512230032
268959,1918966,149192,"pv",1512230050
268959,1763921,149192,"pv",1512230123
268959,2262666,149192,"pv",1512230216
268959,549154,2131531,"pv",1512230302
268959,2137665,982926,"pv",1512230353
268959,4003100,2520377,"pv",1512230499
268959,3573602,2520377,"pv",1512230585
268959,5047286,4145813,"pv",1512254882
268959,3659542,4604594,"pv",1512255216
268959,4506694,102272,"pv",1512255515
268959,2300768,102272,"pv",1512255687
268959,4140748,102272,"pv",1512255899
268959,285958,4604594,"pv",1512256078
268959,1085112,2520377,"pv",1512256194
268959,3052087,1320293,"pv",1512256400
268959,5123484,4604594,"pv",1512256624
268959,2370266,102272,"cart",1512256797
268959,4894585,4604594,"pv",1512256891
268959,70452,102272,"pv",1512256969
268959,5008366,2520377,"pv",1512257272
268959,1453071,2465336,"pv",1512268619
268959,2061774,1320293,"cart",1512268700
268959,70452,102272,"pv",1512268782
268959,3659542,4604594,"cart",1512268981
268959,2370266,102272,"pv",1512269136
268959,3659542,4604594,"pv",1512269145
268959,2370266,102272,"pv",1512269152
268959,1453071,2465336,"pv",1512269173
268959,2370266,102272,"pv",1512269325
268959,2374214,2520377,"pv",1512275440
268959,4782699,4756105,"pv",1512275978
268959,3382788,4643350,"pv",1512276065
268959,1556551,4756105,"cart",1512276158
268959,3382788,4643350,"pv",1512276248
268959,699052,2520377,"pv",1512276255
268959,1204331,102272,"cart",1512276589
268959,503791,2465336,"pv",1512293261
268959,673809,2465336,"pv",1512293287
268959,2504918,2465336,"pv",1512293439
270835,2853012,4181361,"pv",1511574846
270835,4085867,3425094,"pv",1511575011
270835,3982992,4130426,"pv",1511575062
270835,126589,2440115,"fav",1511575494
270835,3120473,149192,"pv",1511575509
270835,1033464,1530704,"pv",1511575634
270835,5729,4181361,"fav",1511575787
270835,445778,283996,"fav",1511575842
270835,931459,283996,"fav",1511575987
270835,4362047,283996,"pv",1511576141
270835,432148,982926,"pv",1511578173
270835,2457900,2465336,"fav",1511578214
270835,3137405,3398567,"pv",1511578259
270835,4926589,982926,"pv",1511578333
270835,1228106,4801426,"pv",1511583269
270835,5023310,4756105,"fav",1511592682
270835,741699,2355072,"pv",1511592756
270835,913470,1320293,"pv",1511592797
270835,663827,245312,"pv",1511592873
270835,713430,283996,"pv",1511592972
270835,4537365,1080785,"pv",1511593127
270835,978989,149192,"pv",1511618725
270835,4036207,4145813,"pv",1511618808
270835,2844719,1464116,"pv",1511618846
270835,2510686,4145813,"pv",1511618860
270835,821395,149192,"pv",1511618872
270835,3328476,5034390,"pv",1511618988
270835,2492602,5034390,"pv",1511619137
270835,72929,1299190,"pv",1511621355
270835,4064135,1299190,"pv",1511621436
270835,668112,4476428,"pv",1511621597
270835,4093704,4874384,"pv",1511621802
270835,2270519,3607361,"pv",1511669301
270835,1979988,283996,"pv",1511669494
270835,4577115,2342116,"pv",1511669547
270835,3495209,2342116,"pv",1511669660
270835,2457900,2465336,"pv",1511669855
270835,1204251,2572604,"pv",1511669897
270835,4829111,58498,"pv",1511670000
270835,295840,2800021,"pv",1511670019
270835,320169,2632873,"pv",1511671620
270835,698651,904454,"pv",1511685146
270835,3131788,3607361,"pv",1511685307
270835,3943202,2355072,"pv",1511685336
270835,1955994,982926,"pv",1511685369
270835,1239830,1575622,"cart",1511685468
270835,4778548,4145813,"pv",1511685475
270835,2370980,3607361,"pv",1511685549
270835,687572,4145813,"fav",1511685591
270835,1823728,4145813,"pv",1511685634
270835,3986820,1013319,"pv",1511685943
270835,183239,149192,"pv",1511686880
270835,3519725,149192,"pv",1511687080
270835,95927,2355072,"pv",1511687302
270835,4080431,2890111,"pv",1511691196
270835,666664,2732466,"pv",1511691387
270835,73164,2732466,"pv",1511691406
270835,5023310,4756105,"pv",1511691451
270835,3531441,2352202,"pv",1511691503
270835,970391,1575622,"pv",1511691527
270835,4625315,3855599,"pv",1511691663
270835,196398,4756105,"pv",1511719037
270835,4502499,154040,"pv",1511719294
270835,3947899,1354236,"pv",1511719354
270835,798134,1154246,"pv",1511719367
270835,3828493,2939262,"cart",1511761315
270835,3002315,4082778,"pv",1511761342
270835,127989,2939262,"pv",1511761364
270835,550068,4082778,"pv",1511761491
270835,3807824,3002561,"pv",1511761984
270835,2694137,3002561,"pv",1511762018
270835,4150070,3002561,"pv",1511762027
270835,396812,3002561,"pv",1511762043
270835,2864205,3002561,"pv",1511762059
270835,405949,2939262,"pv",1511762082
270835,4125578,3002561,"pv",1511762089
270835,3807824,3002561,"pv",1511762133
270835,550068,4082778,"pv",1511762145
270835,3828493,2939262,"pv",1511762448
270835,1577757,2939262,"pv",1511762512
270835,3168100,2939262,"pv",1511762527
270835,3453820,2939262,"pv",1511762590
270835,4348750,283996,"pv",1511776140
270835,273628,283996,"pv",1511776167
270835,4885541,4756105,"pv",1511805503
270835,4169866,4756105,"pv",1511805560
270835,1762875,4756105,"pv",1511805896
270835,3003687,1320293,"pv",1511806104
270835,3622102,3607361,"pv",1511854181
270835,2900097,4181361,"pv",1511854192
270835,3404626,4357323,"pv",1511854219
270835,3703437,4357323,"pv",1511854251
270835,1772501,4357323,"pv",1511854295
270835,4334769,338646,"pv",1511854309
270835,1733382,4357323,"pv",1511854350
270835,4237965,4357323,"pv",1511854520
270835,1141716,4357323,"pv",1511854753
270835,1733382,4357323,"fav",1511854856
270835,3882150,4357323,"pv",1511854877
270835,4837125,4357323,"pv",1511854916
270835,4450797,4357323,"fav",1511854989
270835,4422256,4357323,"pv",1511855019
270835,4837125,4357323,"pv",1511855159
270835,396812,3002561,"pv",1511875711
270835,3807824,3002561,"pv",1511875738
270835,2694137,3002561,"pv",1511875753
270835,1386422,4145813,"pv",1511875787
270835,396812,3002561,"pv",1511875816
270835,3011169,2939262,"pv",1511875820
270835,2316101,1265358,"pv",1511876517
270835,1889206,1320293,"pv",1511876907
270835,3607418,4357323,"pv",1511877016
270835,3595771,4145813,"fav",1511877052
270835,2379066,4145813,"pv",1511877060
270835,316511,3002561,"pv",1511877065
270835,4773034,4145813,"pv",1511877168
270835,1257933,4145813,"pv",1511877214
270835,799556,4145813,"pv",1511877251
270835,3595771,4145813,"pv",1511877325
270835,1792170,4145813,"pv",1511877418
270835,316511,3002561,"pv",1511877428
270835,4773034,4145813,"pv",1511877442
270835,4292331,4217906,"pv",1511877782
270835,314929,3208959,"pv",1511877863
270835,3182778,4282985,"pv",1511954276
270835,762634,4145813,"pv",1511954932
270835,731612,4558987,"pv",1511954943
270835,2490571,2355072,"pv",1511955058
270835,3402297,4357323,"pv",1511955288
270835,2893758,4181361,"pv",1511955325
270835,5140117,3002561,"pv",1511955390
270835,2697375,4138583,"pv",1511955476
270835,1008144,4633953,"pv",1511955671
270835,3809078,2355072,"fav",1511971625
270835,3185616,2520377,"pv",1511971723
270835,3589057,3607361,"pv",1511971764
270835,3705929,4801426,"fav",1511971890
270835,4830823,2355072,"pv",1511971993
270835,316511,3002561,"pv",1511972096
270835,2547845,238434,"fav",1512010476
270835,1228106,4801426,"pv",1512010612
270835,3768196,2342116,"pv",1512011343
270835,4013001,4756105,"pv",1512024019
270835,3828493,2939262,"pv",1512025644
270835,2654744,238434,"pv",1512057064
270835,777170,5071267,"pv",1512057204
270835,4544014,1879194,"pv",1512057259
270835,4833339,5071267,"pv",1512057273
270835,4969524,5071267,"pv",1512057290
270835,2306421,1879194,"pv",1512057342
270835,3645612,1879194,"pv",1512057419
270835,2229759,1879194,"pv",1512057449
270835,3645612,1879194,"pv",1512057469
270835,2827039,5071267,"pv",1512057560
270835,876251,1879194,"pv",1512057670
270835,4929787,1879194,"pv",1512057740
270835,4975610,1879194,"pv",1512057758
270835,3366846,1275696,"pv",1512057797
270835,4929787,1879194,"pv",1512057833
270835,2306421,1879194,"pv",1512057857
270835,4188299,5071267,"pv",1512057923
270835,3953710,1879194,"pv",1512057981
270835,273654,1879194,"pv",1512058007
270835,445826,4238676,"pv",1512185585
270835,2490571,2355072,"pv",1512185626
270835,2270519,3607361,"pv",1512185762
270835,3574721,4801426,"pv",1512185816
270835,2457900,2465336,"pv",1512185994
270835,815347,1789614,"fav",1512186148
270835,426449,2940518,"pv",1512186224
270835,4299517,2940518,"fav",1512186266
270835,426449,2940518,"pv",1512186268
270835,4106878,2940518,"pv",1512186405
270835,82372,2355072,"pv",1512287691
270835,4500606,2355072,"pv",1512287962
270835,2976783,2355072,"pv",1512288270
270835,3402297,4357323,"pv",1512288274
270835,1047937,2355072,"pv",1512288338
270835,3606194,1879194,"pv",1512288374
270835,2606868,2342116,"pv",1512288438
270835,2437442,1879194,"pv",1512288608
270835,3461162,5071267,"pv",1512288612
270835,3574721,4801426,"pv",1512288660
270835,1167649,2355072,"pv",1512288682
273748,4815798,4697972,"pv",1511542864
273748,2208468,4697972,"pv",1511542966
273748,3772905,4697972,"pv",1511543052
273748,1582934,4697972,"pv",1511543108
273748,4289649,4697972,"pv",1511543177
273748,1308553,4697972,"pv",1511543846
273748,4289649,4697972,"cart",1511543963
273748,1308553,4697972,"pv",1511543979
273748,464825,4697972,"pv",1511544026
273748,4692343,4697972,"pv",1511544051
273748,1399771,4159072,"pv",1511544099
273748,464825,4697972,"pv",1511544119
273748,1468553,4284875,"pv",1511549156
273748,230654,4284875,"pv",1511549413
273748,4092835,4284875,"pv",1511571195
273748,2916704,4284875,"pv",1511630988
273748,3172211,4284875,"pv",1511631002
273748,357907,4284875,"pv",1511631073
273748,3799246,4284875,"pv",1511631151
273748,3048949,4697972,"pv",1511710256
273748,3233798,1521931,"pv",1511885698
273748,2583630,2885642,"cart",1512063979
273748,571465,2885642,"pv",1512064422
273748,4788988,2885642,"fav",1512064495
273748,4757618,2885642,"pv",1512064530
273748,1941073,2885642,"cart",1512064854
273748,2078743,2885642,"cart",1512064951
273748,2405849,703487,"pv",1512064975
273748,2925666,2885642,"pv",1512065000
273748,645460,1516409,"cart",1512222892
273748,4998765,722945,"pv",1512222911
273748,645460,1516409,"pv",1512222946
273748,954885,5071267,"pv",1512223019
273748,1327382,2885642,"pv",1512223254
273748,3839524,2885642,"pv",1512223309
273748,3999403,1249761,"pv",1512223788
273748,3048709,1249761,"pv",1512223861
273748,2551039,1249761,"pv",1512223896
273748,3999403,1249761,"pv",1512224109
273748,4675627,2885642,"pv",1512224634
273748,2583630,2885642,"pv",1512224726
273748,4443715,154040,"pv",1512225023
273748,4525304,753984,"pv",1512225053
273748,1941073,2885642,"pv",1512225219
273748,3566873,4697972,"pv",1512225351
273748,2078743,2885642,"pv",1512225367
273748,2925666,2885642,"pv",1512226392
273748,919206,2885642,"pv",1512226430
273748,3874129,1249761,"pv",1512226468
273748,4904046,4697972,"pv",1512226608
273748,3358258,1595193,"pv",1512226653
273748,671151,3439012,"cart",1512226740
273748,3877915,1516409,"pv",1512226747
273748,5118799,2885642,"pv",1512226768
273748,671151,3439012,"pv",1512227563
273748,343372,1595193,"pv",1512228841
273748,4290622,1595193,"cart",1512229287
273748,5126647,1595193,"pv",1512229312
273748,1296312,3320579,"pv",1512229337
273748,1218856,1249761,"pv",1512229394
273748,1940400,3975787,"pv",1512229464
273748,4290622,1595193,"pv",1512229520
273748,2078743,2885642,"pv",1512229728
273748,919206,2885642,"pv",1512270347
273748,645460,1516409,"buy",1512302230
273748,671151,3439012,"cart",1512302397
277410,2134744,4145813,"fav",1511571060
277410,1345071,200278,"cart",1511571896
277410,2454821,200278,"cart",1511572377
277410,4718412,883960,"pv",1511572401
277410,3784545,200278,"pv",1511572564
277410,1345071,200278,"pv",1511572964
277410,2562172,1320293,"pv",1511603459
277410,2651166,4364882,"pv",1511667602
277410,2307360,3607361,"pv",1511680517
277410,2454821,200278,"pv",1511778784
277410,2729013,2920476,"pv",1511794771
277410,2562172,1320293,"pv",1511831195
277410,2729013,2920476,"pv",1511831245
277410,1451253,149192,"pv",1511857924
277410,2651166,4364882,"pv",1511862333
277410,4157921,4364882,"pv",1511863106
277410,2651166,4364882,"pv",1511934140
277410,1089055,982926,"cart",1511973661
277410,3435975,2920476,"pv",1511974792
277410,2127426,200278,"pv",1512001330
277410,2231054,1567637,"pv",1512001408
277410,2364100,200278,"pv",1512001530
277410,2969973,4141018,"pv",1512001782
277410,1089055,982926,"pv",1512001959
277410,2562172,1320293,"pv",1512004319
277410,1089055,982926,"pv",1512004329
277410,2651166,4364882,"pv",1512007917
277410,1258214,4756105,"pv",1512013395
277410,3316750,2355072,"pv",1512013409
277410,5029509,2355072,"pv",1512013439
277410,3435975,2920476,"pv",1512013445
277410,3316750,2355072,"pv",1512013604
277410,1089055,982926,"pv",1512013616
277410,3435975,2920476,"pv",1512027760
277410,1089055,982926,"pv",1512027992
277410,3316750,2355072,"pv",1512028818
277410,3435975,2920476,"pv",1512028841
277410,3316750,2355072,"pv",1512029597
277410,3435975,2920476,"pv",1512031468
277410,4735159,154040,"pv",1512059921
277410,3435975,2920476,"pv",1512059933
277410,1089055,982926,"pv",1512059948
277410,3359276,2520377,"pv",1512059957
277410,2562172,1320293,"pv",1512059970
277410,1099373,3607361,"pv",1512060035
277410,5029509,2355072,"pv",1512060064
277410,3435975,2920476,"pv",1512060092
277410,4735159,154040,"pv",1512060131
277410,1089055,982926,"pv",1512060266
277410,4735159,154040,"pv",1512094758
277410,3435975,2920476,"pv",1512094772
277410,1089055,982926,"pv",1512094788
277410,3359276,2520377,"pv",1512094792
277410,3435975,2920476,"pv",1512094799
277410,4735159,154040,"pv",1512094804
277410,3316750,2355072,"pv",1512094814
277410,4735159,154040,"pv",1512094858
277410,3208885,3607361,"pv",1512095009
277410,3103749,1320293,"pv",1512114513
277410,2562172,1320293,"pv",1512114520
277410,4735159,154040,"pv",1512114853
277410,1503709,4181361,"pv",1512132603
277410,3926427,4181361,"pv",1512132705
277410,1503709,4181361,"pv",1512133596
277410,3926427,4181361,"pv",1512136652
277410,1089055,982926,"pv",1512148558
277410,3435975,2920476,"pv",1512148582
277410,3359276,2520377,"pv",1512148593
277410,1089055,982926,"pv",1512148893
277410,4751165,401357,"pv",1512148958
277410,1089055,982926,"pv",1512149033
277410,4751165,401357,"pv",1512149123
277410,4735159,154040,"pv",1512183745
277410,1089055,982926,"pv",1512194107
277410,271500,1567637,"pv",1512205064
277410,3852956,883960,"pv",1512205075
277410,3103749,1320293,"pv",1512206663
277410,4735159,154040,"pv",1512206771
277410,4221277,1567637,"pv",1512224587
277410,1793088,3607361,"pv",1512233766
277410,303054,3607361,"pv",1512234295
277410,3894371,2355072,"pv",1512234303
277410,303054,3607361,"pv",1512234304
277410,3894371,2355072,"pv",1512234321
277410,2533202,2520377,"pv",1512234333
277410,4751165,401357,"pv",1512309432
278811,5107958,3102419,"pv",1511572457
278811,1123614,3102419,"pv",1511572723
278811,4645382,3496816,"pv",1511573046
278811,4373102,149192,"pv",1511573454
278811,2923469,3102419,"pv",1511573599
278811,1371741,4690421,"pv",1511573637
278811,4900040,3002561,"pv",1511573657
278811,1855286,3102419,"pv",1511573681
278811,4900040,3002561,"pv",1511573697
278811,3669968,2181935,"pv",1511573843
278811,698684,3002561,"pv",1511573866
278811,2474007,22129,"pv",1511573905
278811,1114946,3002561,"pv",1511573924
278811,945210,4962280,"pv",1511574118
278811,1138917,2131531,"pv",1511574155
278811,733657,550660,"pv",1511574246
278811,3830439,2352202,"pv",1511574315
278811,2964088,2421366,"pv",1511574322
278811,2431569,3844144,"pv",1511574443
278811,1866283,2096639,"pv",1511588541
278811,4774709,3002561,"pv",1511589334
278811,5107958,3102419,"pv",1511589461
278811,3644642,3102419,"pv",1511589480
278811,852896,3102419,"pv",1511589523
278811,2989834,4690421,"pv",1511662557
278811,2044346,4962280,"pv",1511662593
278811,3246733,4756105,"pv",1511662643
278811,141010,3607361,"pv",1511667087
278811,29564,3607361,"pv",1511667111
278811,4437876,1080785,"pv",1511667152
278811,3601427,2520771,"pv",1511667244
278811,4900040,3002561,"pv",1511667263
278811,4262611,551706,"pv",1511667355
278811,3541100,3607361,"pv",1511667452
278811,1928861,1879194,"pv",1511743611
278811,1796619,1879194,"pv",1511782642
278811,3390839,1879194,"pv",1511782688
278811,1902525,1879194,"pv",1511782715
278811,4900040,3002561,"pv",1511843362
278811,1225043,4357323,"pv",1511863281
278811,5046182,3002561,"pv",1511863304
278811,2203246,3002561,"pv",1511866494
278811,5046182,3002561,"pv",1511866495
278811,4900040,3002561,"pv",1511866530
278811,4015051,3002561,"pv",1511866725
278811,5058340,1879194,"pv",1511866727
278811,4552178,3102419,"pv",1511866763
278811,4900040,3002561,"buy",1511866826
278811,3811315,2129666,"pv",1511866844
278811,2339787,3102419,"pv",1511866870
278811,1426310,3607361,"pv",1511866922
278811,4900040,3002561,"pv",1511866966
